"hmm - RawData"
"Wavelength nm.","Abs."
593.35,0.013
593.40,0.015
593.45,0.015
593.50,0.014
593.55,0.014
593.60,0.016
593.65,0.016
593.70,0.014
593.75,0.015
593.80,0.013
593.85,0.015
593.90,0.013
593.95,0.013
594.00,0.013
594.05,0.013
594.10,0.013
594.15,0.014
594.20,0.013
594.25,0.012
594.30,0.012
594.35,0.014
594.40,0.013
594.45,0.014
594.50,0.013
594.55,0.011
594.60,0.013
594.65,0.013
594.70,0.012
594.75,0.013
594.80,0.011
594.85,0.013
594.90,0.012
594.95,0.012
595.00,0.011
595.05,0.012
595.10,0.012
595.15,0.011
595.20,0.011
595.25,0.013
595.30,0.010
595.35,0.017
595.40,0.017
595.45,0.019
595.50,0.018
595.55,0.020
595.60,0.018
595.65,0.019
595.70,0.017
595.75,0.019
595.80,0.017
595.85,0.016
595.90,0.019
595.95,0.016
596.00,0.017
596.05,0.016
596.10,0.017
596.15,0.016
596.20,0.018
596.25,0.017
596.30,0.017
596.35,0.015
596.40,0.017
596.45,0.015
596.50,0.016
